nomComplet,genre,nombreDeFilms
Judith vecchione,Animation,0.0
Judy holm,Animation,0.0
Judy legros,Animation,0.0
Judy servay,Animation,0.0
Judy steed,Animation,0.0
Juichi tanaka,Animation,0.0
Jules andré ouellet,Animation,0.0
Jules bass,Animation,1.0
Jules borkon,Animation,0.0
Jules buck,Animation,0.0
Jules dassin,Animation,0.0
Jules desurmont,Animation,0.0
Jules falardeau,Animation,0.0
Jules white,Animation,0.0
Julia phillips,Animation,0.0
Julia pistor,Animation,0.0
Julia reichert,Animation,0.0
Julia rosenberg,Animation,0.0
Julia sereny,Animation,0.0
Julia yaccarini,Animation,0.0
Julian biggs,Animation,0.0
Julian ferrera,Animation,0.0
Julian roffman,Animation,0.0
Julian samuel,Animation,0.0
Julianne gilliam,Animation,0.0
Julie allan,Animation,0.0
Julie aubé,Animation,0.0
Julie bergeron,Animation,0.0
Julie boisvert,Animation,0.0
Julie dalbec,Animation,0.0
Julie delpy,Animation,0.0
Julie doucet,Animation,0.0
Julie gervais,Animation,0.0
Julie groleau,Animation,0.0
Julie guignier,Animation,0.0
Julie hivon,Animation,0.0
Julie lamontagne,Animation,0.0
Julie lavallée,Animation,0.0
Julie maillot,Animation,0.0
Julie massy,Animation,0.0
Julie mcgregor,Animation,1.0
Julie morin,Animation,0.0
Julie ménard,Animation,0.0
Julie perron,Animation,0.0
Julie roy,Animation,23.0
Julie snyder,Animation,0.0
Julie stanfel,Animation,0.0
Julien béliveau,Animation,0.0
Julien derode,Animation,0.0
Julien duvivier,Animation,0.0
Julien fonfrède,Animation,0.0
Julien grégoire,Animation,0.0
Julien hecker,Animation,1.0
Julien lévy,Animation,0.0
Julien poulin,Animation,0.0
Julien rivière,Animation,0.0
Julien tolszczuk-jalbert,Animation,0.0
Julio bruschi,Animation,0.0
Julio medem,Animation,0.0
Julius briskin,Animation,0.0
Jun shoui,Animation,1.0
Justin antippa,Animation,0.0
Justin kingsley,Animation,0.0
Justin taurand,Animation,0.0
Justine héroux,Animation,0.0
Justine pimlott,Animation,0.0
Justine tourville-blanchet,Animation,0.0
Jérémie fajner,Animation,1.0
Jérôme couture,Animation,0.0
Jérôme dopffer,Animation,0.0
Jérôme merle,Animation,0.0
Jérôme sabourin,Animation,0.0
Jörn donner,Animation,0.0
Jürgen brüning,Animation,0.0
Jürgen goslar,Animation,0.0
K. abdul wahad,Animation,0.0
K. gaszewski,Animation,0.0
K. m. eckstein,Animation,0.0
Kalina bertin,Animation,0.0
Kalle lasn,Animation,0.0
Kamil pixa,Animation,1.0
Kandee kosior,Animation,0.0
Kandi lange,Animation,1.0
Karel ludvik,Animation,0.0
Karen firus,Animation,0.0
Karen hawes,Animation,0.0
Karen hayes,Animation,1.0
Karen king-chigbo,Animation,0.0
Karen lee hall,Animation,0.0
Karen murphy,Animation,0.0
Karen powell,Animation,0.0
Karen troubetzkoy,Animation,0.0
Karen young,Animation,0.0
Kari rust,Animation,1.0
Kari skogland,Animation,0.0
Karim b. haroun,Animation,0.0
Karim hussain,Animation,0.0
Karim samaï,Animation,0.0
Karina garcia casanova,Animation,0.0
Karina grandjean,Animation,0.0
Karina marceau,Animation,0.0
Karina mariano,Animation,0.0
Karina soucy,Animation,0.0
Karine dubois,Animation,0.0
Karine van ameringen,Animation,0.0
Karine vanasse,Animation,0.0
Karl ehrlich,Animation,0.0
Karl forest,Animation,0.0
Karl geurs,Animation,1.0
Karl koch,Animation,1.0
Karl lemieux,Animation,1.0
Karl maka,Animation,0.0
Karolina jonsson,Animation,0.0
Karyn nolan,Animation,0.0
Kat baulu,Animation,0.0
Katarina dunér,Animation,1.0
Katarina soukup,Animation,0.0
Kate harrington,Animation,0.0
Kate macdonald,Animation,0.0
Kate wride,Animation,1.0
Katerine giguère,Animation,0.0
Katerine lefrançois,Animation,0.0
Katherine buck,Animation,0.0
Katherine jerkovic,Animation,0.0
Katherine kasirer,Animation,0.0
Katherine knight,Animation,0.0
Katherine liberovskaya,Animation,0.0
Katherine ouimet,Animation,0.0
Katherine pedneau,Animation,0.0
Katherine sandford,Animation,0.0
Katherine smalley,Animation,0.0
Katherine tweedie,Animation,0.0
Kathie kline,Animation,0.0
Kathleen cousineau,Animation,0.0
Kathleen kilgen,Animation,0.0
Kathleen m smith,Animation,0.0
Kathleen royer,Animation,0.0
Kathleen shannon,Animation,1.0
Kathryn stockwood,Animation,0.0
Kathy avrich-johnson,Animation,0.0
Kathy daymond,Animation,0.0
Kathy garneau,Animation,0.0
Kathy mulholland,Animation,0.0
Kathy wolf,Animation,0.0
Katia paradis,Animation,0.0
Katie jacobs,Animation,0.0
Katinka farago,Animation,0.0
Kaveh nabatian,Animation,0.0
Kay bachman,Animation,0.0
Kazuhiko hasegawa,Animation,0.0
Kazutoshi wadakura,Animation,0.0
Kedren werner,Animation,0.0
Keiko koike,Animation,1.0
Keisuke tsuchihashi,Animation,1.0
Keith bradbury,Animation,0.0
Keith griffiths,Animation,1.0
Ken berry,Animation,0.0
Ken black,Animation,0.0
Ken buck,Animation,0.0
Ken burns,Animation,0.0
Ken decker,Animation,0.0
Ken galvin,Animation,0.0
Ken kessel,Animation,1.0
Ken legargeant,Animation,0.0
Ken levis,Animation,0.0
Ken mead,Animation,0.0
Ken peterson,Animation,3.0
Ken rodeck,Animation,0.0
Ken russell,Animation,0.0
Ken walz,Animation,0.0
Kenji kurata,Animation,1.0
Kenneth anger,Animation,0.0
Kenneth hirsch,Animation,2.0
Kenneth holst,Animation,0.0
Kenneth macgowan,Animation,0.0
Kenneth mccready,Animation,0.0
Kenneth nelson,Animation,0.0
Kenneth s. specht,Animation,0.0
Kenny brown,Animation,0.0
Kent martin,Animation,2.0
Kent nason,Animation,0.0
Kent walwin,Animation,0.0
Kenton vaughan,Animation,0.0
Keren hatarbut,Animation,0.0
Keri nakamoto,Animation,0.0
Kerry orent,Animation,0.0
Kerry parker,Animation,0.0
Kester dyer,Animation,0.0
Kevin ascolillo,Animation,0.0
Kevin casselman,Animation,0.0
Kevin gillis,Animation,3.0
Kevin mcmahon,Animation,0.0
Kevin rafferty,Animation,0.0
Kevin schjerning,Animation,0.0
Kevin smith,Animation,0.0
Kevin sullivan,Animation,0.0
Kevin tierney,Animation,0.0
Kevin williamson,Animation,0.0
Kieran crilly,Animation,0.0
Kike ibe,Animation,0.0
Kim berlin,Animation,0.0
Kim kielhofner,Animation,0.0
Kim loranger,Animation,0.0
Kim mccraw,Animation,0.0
Kim mcgraw,Animation,0.0
Kim nguyen,Animation,0.0
Kim steer,Animation,0.0
Kim takal,Animation,0.0
Kim todd,Animation,0.0
Kimberlee clarke,Animation,0.0
Kimberley berlin,Animation,0.0
King durnford,Animation,0.0
Kino gros-louis,Animation,0.0
Kinshiro kuzui,Animation,0.0
Kip ohman,Animation,0.0
Kirk shaw,Animation,0.0
Kirk smith,Animation,0.0
Kirsten clarkson,Animation,0.0
Kirwan cox,Animation,0.0
Kit hood,Animation,0.0
Kitson vincent,Animation,0.0
Kiyoshi fujimoto,Animation,0.0
Klas olofsson,Animation,0.0
Klaus hellwig,Animation,0.0
Klári kumlós,Animation,1.0
Koa eiga,Animation,0.0
Kobus botha,Animation,0.0
Kohei shinonoi,Animation,0.0
Koji wakamatsu,Animation,0.0
Koji yamamura,Animation,1.0
Korbett matthews,Animation,0.0
Krissy furci-argento,Animation,0.0
Kristi zea,Animation,0.0
Kristina campbell,Animation,0.0
Kristina mclaughlin,Animation,0.0
Kurt hartmann,Animation,0.0
Kurt miller,Animation,0.0
Ky nam le duc,Animation,0.0
Kyle irving,Animation,0.0
Kyoka tsukamoto,Animation,0.0
L. breton,Animation,0.0
L. freidine,Animation,0.0
L. mondello,Animation,0.0
L. novotny,Animation,1.0
Laara dalen,Animation,0.0
Laconis fortich,Animation,0.0
Ladislao conti,Animation,0.0
Ladislas starewitch,Animation,1.0
Ladislav novotny,Animation,1.0
Lamar trotti,Animation,0.0
Lamberto bava,Animation,0.0
Lanan adcock,Animation,0.0
Lance comfort,Animation,0.0
Lance h. robbins,Animation,0.0
Larry arnstein,Animation,0.0
Larry bauman,Animation,0.0
Larry cohen,Animation,0.0
Larry dawson,Animation,0.0
Larry desmeules,Animation,0.0
Larry gordon,Animation,1.0
Larry gosnell,Animation,0.0
Larry harmon,Animation,1.0
Larry houston,Animation,1.0
Larry kent,Animation,0.0
Larry parker,Animation,0.0
Larry raskin,Animation,0.0
Larry sanitsky,Animation,0.0
Larry shapiro,Animation,0.0
Larry trevor-deutsch,Animation,0.0
Larry weinstein,Animation,0.0
Lars tommerbakke,Animation,1.0
Lasar dunner,Animation,0.0
Laszlo barna,Animation,0.0
Laura bari,Animation,0.0
Laura bickford,Animation,0.0
Laura boulton,Animation,0.0
Laura colella,Animation,0.0
Laura gregory,Animation,0.0
Laura kathryn mitchell,Animation,0.0
Laura kosterski,Animation,0.0
Laura lightbown,Animation,0.0
Laura severinac,Animation,0.0
Laura sky,Animation,0.0
Laura turek,Animation,0.0
Lauraine andré g.,Animation,0.0
Laurence bachman,Animation,0.0
Laurence blaevoet,Animation,2.0
Laurence hyde,Animation,0.0
Laurence mark,Animation,0.0
Laurence olivier,Animation,0.0
Laurence p. frank,Animation,0.0
Laurence paré,Animation,0.0
Laurence siegrist,Animation,0.0
Laurens geels,Animation,0.0
Laurens straub,Animation,0.0
Laurent allaire,Animation,0.0
Laurent bourdon,Animation,0.0
Laurent boutonnat,Animation,0.0
Laurent bénégui,Animation,0.0
Laurent gagliardi,Animation,0.0
Laurent gaudreau,Animation,0.0
Laurent lavolé,Animation,0.0
Laurent lucas,Animation,0.0
Laurent mini,Animation,0.0
Laurent pétin,Animation,0.0
Laurent quesnel,Animation,0.0
Laurent simard,Animation,0.0
Laurette deschamps,Animation,0.0
Laurie colbert,Animation,0.0
Laurie finstad-knizhnik,Animation,0.0
Laurie gordon,Animation,2.0
Laurie keller,Animation,0.0
Laurie lynd,Animation,0.0
Laurier bonin,Animation,0.0
Lawrence bender,Animation,0.0
Lawrence carota,Animation,0.0
Lawrence cherry,Animation,0.0
Lawrence dane,Animation,0.0
Lawrence gordon,Animation,0.0
Lawrence hertzog,Animation,0.0
Lawrence mortorff,Animation,0.0
Lawrence s. mirkin,Animation,0.0
Lawrence s. nesis,Animation,0.0
Lea marin,Animation,0.0
Leah michaud,Animation,0.0
Lee faulkner,Animation,0.0
Lee gordon,Animation,0.0
Lee kramer,Animation,0.0
Lee madden,Animation,0.0
Lee mendelson,Animation,2.0
Lee miller,Animation,0.0
Lejf marcussen,Animation,2.0
Len chatwin,Animation,0.0
Len green,Animation,0.0
Len pendergast,Animation,0.0
Lena hansson,Animation,0.0
Lena stolarska,Animation,0.0
Leni riefenstahl,Animation,0.0
Lennart berns,Animation,0.0
Lennart landheim,Animation,0.0
Lenny grondin,Animation,0.0
Leo cevenini,Animation,0.0
Leo mccarey,Animation,0.0
Leo seltzer,Animation,0.0
Leo trachtenberg,Animation,0.0
Leon deco,Animation,0.0
Leon roth,Animation,0.0
Leon s. gold,Animation,0.0
Leon schlesinger,Animation,152.0
Leonard bender,Animation,0.0
Leonard farlinger,Animation,0.0
Leonard kowalewich,Animation,0.0
Leonard yakir,Animation,0.0
Leonardo bonzi,Animation,0.0
Leonardo de la fuente,Animation,0.0
Leonardo fuica,Animation,0.0
Leonardo pescarolo,Animation,0.0
Leonid menaker,Animation,0.0
Leopold schlosberg,Animation,0.0
Leopoldo gutiérrez,Animation,0.0
Les blank,Animation,0.0
Les drew,Animation,4.0
Les harris,Animation,0.0
Les landau,Animation,0.0
Les rose,Animation,0.0
Leslie greif,Animation,0.0
Leslie howard,Animation,0.0
Leslie mcfarlane,Animation,0.0
Leslie winik,Animation,0.0
Lester cowan,Animation,0.0
Lev bubnenkov,Animation,1.0
Lewis allen,Animation,0.0
Lewis chesler,Animation,0.0
Lewis furey,Animation,0.0
Lewis j. rachmil,Animation,0.0
Lewis jacobs,Animation,0.0
Lewis milestone,Animation,0.0
Leyla raphaël,Animation,0.0
Liam cabot,Animation,0.0
Lian lunson,Animation,0.0
Lianne halfon,Animation,0.0
Liette aubin,Animation,1.0
Liette michaud,Animation,0.0
Lili fournier,Animation,0.0
Liliana kleiner,Animation,0.0
Liliana komorowska,Animation,0.0
Lina b. moreco,Animation,0.0
Linda guns,Animation,0.0
Linda gutenberg,Animation,0.0
Linda jeffrey,Animation,0.0
Linda ludwick,Animation,0.0
Linda ludwig,Animation,0.0
Linda ohama,Animation,0.0
Linda pinet,Animation,0.0
Linda pope,Animation,0.0
Linda rasmussen,Animation,0.0
Linda schuyler,Animation,0.0
Linda soucy,Animation,0.0
Linda surprenant,Animation,0.0
Linda wilson,Animation,2.0
Lindalee tracey,Animation,0.0
Lindsay lanzillotta,Animation,0.0
Lindsey pollard,Animation,1.0
Line richard,Animation,0.0
Lisa bechard,Animation,1.0
Lisa cochrane,Animation,0.0
Lisa hayes,Animation,0.0
Lisa hope,Animation,0.0
Lisa katselas,Animation,0.0
Lisa nault,Animation,0.0
Lisa roth,Animation,0.0
Lisa savard,Animation,0.0
Lisa sfriso,Animation,0.0
Lisandre bujold-bolduc,Animation,0.0
Lise abastado,Animation,0.0
Lise dennie,Animation,0.0
Lise fayolle,Animation,0.0
Lise fearnley,Animation,2.0
Lise labarre,Animation,0.0
Lise lafontaine,Animation,0.0
Lise quesnel,Animation,0.0
Lise savard,Animation,0.0
Lita stantic,Animation,0.0
Liz haines,Animation,0.0
Liz heller,Animation,0.0
Liz jarvis,Animation,0.0
Lloyd kaufman,Animation,0.0
Lloyd segan,Animation,0.0
Lodi butler,Animation,0.0
Lois siegel,Animation,0.0
Lope v. juban jr.,Animation,0.0
Lorenzo sterzi,Animation,0.0
Lori lozinski,Animation,0.0
Lorna rasmussen,Animation,0.0
Lorna williams,Animation,0.0
Lorraine du hamel,Animation,0.0
Lorraine dufour,Animation,0.0
Lorraine richard,Animation,2.0
Lotte reiniger,Animation,1.0
Lou adler,Animation,0.0
Lou lefort,Animation,0.0
Lou levett,Animation,0.0
Lou scheimer,Animation,1.0
Lou schemer,Animation,1.0
Louis a. massicotte,Animation,0.0
Louis barby,Animation,0.0
Louis becker,Animation,0.0
Louis bolduc,Animation,0.0
Louis bouchard,Animation,0.0
Louis brunelle,Animation,0.0
Louis bélanger,Animation,0.0
Louis champagne,Animation,0.0
Louis de masure,Animation,0.0
Louis de rochemont,Animation,0.0
Louis dolivet,Animation,0.0
Louis duchesne,Animation,0.0
Louis dussault,Animation,0.0
Louis f. edelman,Animation,0.0
Louis faure,Animation,0.0
Louis gondry,Animation,0.0
Louis goyer,Animation,0.0
Louis guéguen,Animation,0.0
Louis hagen,Animation,8.0
Louis lalande,Animation,0.0
Louis laverdière,Animation,0.0
Louis lefait,Animation,0.0
Louis lumière,Animation,0.0
Louis m. heyward,Animation,0.0
Louis malle,Animation,0.0
Louis massicotte,Animation,0.0
Louis morissette,Animation,0.0
Louis paquin,Animation,0.0
Louis piché,Animation,0.0
Louis portugais,Animation,0.0
Louis ricard,Animation,0.0
Louis trépanier,Animation,0.0
Louis w. kellman,Animation,0.0
Louis wipf,Animation,0.0
Louis-a. lapointe,Animation,0.0
Louis-albert serrut,Animation,0.0
Louis-andré lebrun,Animation,0.0
Louis-claude thibault,Animation,0.0
Louis-david morasse,Animation,0.0
Louis-georges tétreault,Animation,0.0
Louis-josé houde,Animation,0.0
Louis-paul allard,Animation,0.0
Louis-paul legault,Animation,0.0
Louis-philippe drolet,Animation,0.0
Louis-philippe eno,Animation,0.0
Louis-philippe rivard,Animation,0.0
Louis-philippe rochon,Animation,0.0
Louise baillargeon,Animation,0.0
Louise boucher,Animation,0.0
Louise bourque,Animation,0.0
Louise burns,Animation,0.0
Louise carré,Animation,0.0
Louise clark,Animation,0.0
Louise clinton,Animation,1.0
Louise dallaire,Animation,0.0
Louise desrosiers,Animation,0.0
Louise doyon,Animation,0.0
Louise filion,Animation,0.0
Louise garfield,Animation,0.0
Louise gendron,Animation,0.0
Louise jobin,Animation,0.0
Louise lalonde,Animation,0.0
Louise lamarre,Animation,0.0
Louise lantagne,Animation,0.0
Louise lemelin,Animation,0.0
Louise leroux,Animation,0.0
Louise lore,Animation,0.0
Louise ranger,Animation,8.0
Louise richard,Animation,2.0
Louise richer,Animation,0.0
Louise sabourin,Animation,0.0
Louise surprenant,Animation,0.0
Louise viens,Animation,0.0
"Louise, montréal cloutier",Animation,0.0
Louise-marie beauchamp,Animation,0.0
Louisette neil,Animation,1.0
Loïc guyot,Animation,0.0
Luc alarie,Animation,0.0
Luc beauchamp,Animation,0.0
Luc besson,Animation,0.0
Luc bourdon,Animation,0.0
Luc boutin,Animation,0.0
Luc châtelain,Animation,4.0
Luc courchesne,Animation,0.0
Luc cyr,Animation,0.0
Luc côté,Animation,0.0
Luc dardenne,Animation,0.0
Luc dauphin,Animation,0.0
Luc déry,Animation,0.0
Luc gervais,Animation,0.0
Luc harvey,Animation,0.0
Luc lainé,Animation,0.0
Luc lamy,Animation,0.0
Luc langevin,Animation,0.0
Luc martin-gousset,Animation,0.0
Luc martineau,Animation,0.0
Luc moullet,Animation,0.0
Luc pien,Animation,0.0
Luc renaud,Animation,0.0
Luc rousseau,Animation,0.0
Luc st-pierre,Animation,0.0
Luc vandal,Animation,0.0
Luc verville,Animation,0.0
Luc vincent-savard,Animation,0.0
Luc wiseman,Animation,0.0
Luc-martin gousset,Animation,0.0
Luce richard,Animation,1.0
Luce roy,Animation,1.0
Lucian pintilié,Animation,0.0
Luciano cattania,Animation,0.0
Luciano de feo,Animation,0.0
Luciano gloor,Animation,0.0
Luciano lisi,Animation,0.0
Luciano martino,Animation,0.0
Lucie boulanger,Animation,0.0
Lucie lambert,Animation,0.0
Lucie marion,Animation,0.0
Lucie pageau,Animation,0.0
Lucie poulin,Animation,0.0
Lucie sauvé,Animation,0.0
Lucie tremblay,Animation,0.0
Lucie veillet,Animation,0.0
Lucie vigneault,Animation,0.0
Lucien censier,Animation,0.0
Lucien duval,Animation,0.0
Lucien hustaix,Animation,0.0
Lucien masson,Animation,0.0
Lucien viard,Animation,0.0
Lucille fluet,Animation,0.0
Lucille veilleux,Animation,0.0
Lucio bompani,Animation,0.0
Lucio marcuzzo,Animation,0.0
Lucki stipetic,Animation,0.0
Lucy barreto,Animation,0.0
Ludmilla goulian,Animation,0.0
Ludovic gauthier,Animation,0.0
Luggi waldleitner,Animation,0.0
Luigi carpentier,Animation,0.0
Luigi carpentieri,Animation,0.0
Luigi de laurentiis,Animation,0.0
Luigi mannerini,Animation,0.0
Luigi mondello,Animation,0.0
Luigi petrucci,Animation,0.0
Luigi rovere,Animation,0.0
"Luigi, rome carpentieri",Animation,0.0
Luis barraquero,Animation,0.0
Luis bertrand,Animation,0.0
Luis buñuel,Animation,0.0
Luis lago,Animation,0.0
Luis lam,Animation,0.0
Luis sartor,Animation,0.0
Luisa ventura,Animation,0.0
Luise massari,Animation,0.0
Lukas stepanik,Animation,0.0
Luke bélanger,Animation,0.0
Lygia pape,Animation,1.0
Lyman dayton,Animation,0.0
Lyman judson,Animation,0.0
Lynda beaulieu,Animation,0.0
Lynda cope,Animation,0.0
Lynda myles,Animation,0.0
Lyne cléroux,Animation,0.0
Lynn gosselin,Animation,0.0
Lynn mirabito,Animation,0.0
Lynn smith,Animation,4.0
Lynne denault,Animation,0.0
Lynne stopkewich,Animation,0.0
Lynne wilson,Animation,0.0
Lynnie mcelwee,Animation,0.0
Lysanne thibodeau,Animation,0.0
Lyse lafontaine,Animation,0.0
Léa pascal,Animation,0.0
Léo henrichon,Animation,0.0
Léo-ernest ouimet,Animation,0.0
Léon daco,Animation,0.0
Léon fromkess,Animation,0.0
Léon g. arcand,Animation,1.0
Léon pérahia,Animation,1.0
Léon sanz,Animation,0.0
Léonard forest,Animation,0.0
Léopold wyler,Animation,0.0
M. clément,Animation,0.0
M. rands,Animation,0.0
M.s gouble,Animation,0.0
Maciej zakrzewski,Animation,1.0
Mack sennett,Animation,0.0
Mactar silla,Animation,0.0
Madeleine casanova-rodriguez,Animation,0.0
Madeleine lévesque,Animation,1.0
Mag bodard,Animation,0.0
Magaly báez vargas,Animation,0.0
Magdalena barycz,Animation,2.0
Maggie gillet,Animation,0.0
Maggie renzi,Animation,0.0
Magie gillet,Animation,0.0
Magnus isacsson,Animation,0.0
Mahoto motohashi,Animation,1.0
Mai masri,Animation,0.0
Majdi el-omari,Animation,0.0
Makoto seya,Animation,1.0
Mal hoskin,Animation,1.0
Malca gillson,Animation,0.0
Malcolm cecil,Animation,1.0
Malcolm clarke,Animation,0.0
Malcolm guy,Animation,0.0
Malcolm rogge,Animation,0.0
Malcolm sutherland,Animation,2.0
Malek akkad,Animation,0.0
Maleno malenotti,Animation,0.0
Manlio morelli,Animation,0.0
Manny pittson,Animation,0.0
Manolo bolognini,Animation,0.0
Manon barbeau,Animation,0.0
Manon bougie,Animation,0.0
Manon briand,Animation,0.0
Manon labrecque,Animation,0.0
Manon leblanc,Animation,0.0
Manon limoges,Animation,0.0
Manouby larif,Animation,0.0
Mans reuterswärd,Animation,0.0
Manuel otéro,Animation,1.0
Marc andré berthiaume,Animation,0.0
Marc beaudet,Animation,4.0
Marc bertrand,Animation,29.0
Marc biron,Animation,0.0
Marc bisaillon,Animation,0.0
Marc blais,Animation,0.0
Marc bordure,Animation,0.0
Marc bouchard,Animation,0.0
Marc boyer,Animation,2.0
Marc boyman,Animation,0.0
Marc brault,Animation,1.0
Marc brouillette,Animation,0.0
Marc charbonneau,Animation,0.0
Marc cloutier,Animation,0.0
Marc côté,Animation,1.0
Marc daigle,Animation,0.0
Marc dubé,Animation,0.0
Marc f. voizard,Animation,1.0
Marc fournel,Animation,0.0
Marc gagnier,Animation,0.0
Marc giguère,Animation,0.0
Marc girard,Animation,0.0
Marc guidoni,Animation,0.0
Marc gélinas,Animation,0.0
Marc lamothe,Animation,0.0
Marc lepelletier,Animation,0.0
Marc lesage,Animation,0.0
Marc missonnier,Animation,0.0
Marc o'connor,Animation,0.0
Marc paradis,Animation,0.0
Marc piton,Animation,0.0
Marc poellhuber,Animation,0.0
Marc poulin,Animation,0.0
Marc renaud,Animation,0.0
Marc rocco,Animation,0.0
Marc s. grenier,Animation,0.0
Marc saint-pierre,Animation,1.0
Marc st-onge,Animation,0.0
Marc tawil,Animation,0.0
Marc thomas-dupuis,Animation,0.0
Marc trudeau,Animation,0.0
Marc van buuren,Animation,0.0
Marc voizard,Animation,0.0
Marc-andré faucher,Animation,0.0
Marc-andré lavoie,Animation,0.0
Marc-antoine lemire,Animation,0.0
Marcel barbeau,Animation,0.0
Marcel blistène,Animation,0.0
Marcel chouinard,Animation,0.0
Marcel clément,Animation,0.0
Marcel collet,Animation,0.0
Marcel croella,Animation,0.0
Marcel dassault,Animation,0.0
Marcel de hubsch,Animation,1.0
Marcel fraser,Animation,1.0
Marcel g. sabourin,Animation,0.0
Marcel gabriel sabourin,Animation,0.0
Marcel giroux,Animation,0.0
Marcel hanoun,Animation,0.0
Marcel hellman,Animation,0.0
Marcel hoehn,Animation,0.0
Marcel ichac,Animation,0.0
Marcel jean,Animation,13.0
Marcel larivée,Animation,0.0
Marcel marceau,Animation,0.0
Marcel martin,Animation,1.0
Marcel pagnol,Animation,0.0
Marcel pothier,Animation,0.0
Marcel poulin,Animation,0.0
Marcel provençal,Animation,0.0
Marcel royer,Animation,0.0
Marcel seren,Animation,1.0
Marcel simard,Animation,1.0
Marcelle ponti,Animation,1.0
Marcelle racine,Animation,0.0
Marcelline gemme,Animation,0.0
Marcello bollero,Animation,0.0
Marcia couëlle,Animation,0.0
Marcia pilote,Animation,0.0
Marco de blois,Animation,1.0
Marco frascarelli,Animation,0.0
Marco poccioni,Animation,0.0
Marco valsania,Animation,0.0
Marco vicario,Animation,0.0
Marcos zervas,Animation,0.0
Marcy page,Animation,26.0
Margaret dale,Animation,0.0
Margaret dallin,Animation,0.0
Margaret j. winkler,Animation,2.0
Margaret loesch,Animation,1.0
Margaret menegoz,Animation,0.0
Margaret perry,Animation,0.0
Margaret pettigrew,Animation,4.0
Margarita alexandre,Animation,0.0
Margaux armot,Animation,0.0
Margot klausner,Animation,0.0
Marguerite duparc,Animation,0.0
Marguerite duparc lefebvre,Animation,0.0
Maria gracia turgeon,Animation,0.0
Maria laskar,Animation,0.0
Marian brayton,Animation,0.0
Marian sitek,Animation,1.0
Marianik giffard,Animation,0.0
Marianik griffard,Animation,0.0
Marianne bourdouxhe,Animation,0.0
Marianne farley,Animation,0.0
Marianne lachance,Animation,0.0
Mariano franco,Animation,0.0
Marie balducchi,Animation,0.0
Marie barcelo,Animation,1.0
Marie beaulieu,Animation,0.0
Marie brissette,Animation,0.0
Marie bro,Animation,1.0
Marie brodeur,Animation,0.0
Marie chouinard,Animation,0.0
Marie décary,Animation,0.0
Marie giroux,Animation,0.0
Marie gros,Animation,0.0
Marie hélène ranc,Animation,0.0
Marie lalonde,Animation,0.0
Marie lise beaudois,Animation,0.0
Marie mandy,Animation,0.0
Marie nadeau,Animation,0.0
Marie potvin,Animation,0.0
Marie seton,Animation,0.0
Marie toussaint,Animation,0.0
Marie vien,Animation,0.0
Marie-andrée mauger,Animation,0.0
Marie-andrée vinet,Animation,0.0
Marie-andrée wallot,Animation,0.0
Marie-ange barbancourt,Animation,0.0
Marie-carole noël,Animation,0.0
Marie-christine de montbrial,Animation,0.0
Marie-christine lezzi,Animation,0.0
Marie-christine mercier,Animation,0.0
Marie-christine pouliot,Animation,0.0
Marie-claire lalonde,Animation,1.0
Marie-claude beauchamp,Animation,2.0
Marie-claude brunelle,Animation,0.0
Marie-claude coutu,Animation,0.0
Marie-claude desrochers,Animation,0.0
Marie-claude dionne,Animation,0.0
Marie-claude dufour,Animation,0.0
Marie-claude filteau,Animation,0.0
Marie-claude goodwin,Animation,0.0
Marie-claude morazain,Animation,0.0
Marie-claude poulin,Animation,0.0
Marie-claude vallerand,Animation,0.0
Marie-claude wolfe,Animation,0.0
Marie-danielle hynes,Animation,0.0
Marie-denise douyon,Animation,0.0
Marie-dominique girodet,Animation,0.0
Marie-france bazzo,Animation,0.0
Marie-france côté,Animation,0.0
Marie-france giraudon,Animation,0.0
Marie-france lemay,Animation,0.0
Marie-françoise gay,Animation,0.0
Marie-françoise roche,Animation,0.0
Marie-geneviève chabot,Animation,0.0
Marie-hélène copti,Animation,0.0
Marie-hélène cousineau,Animation,0.0
Marie-hélène laurin,Animation,0.0
Marie-hélène lebeau-taschereau,Animation,0.0
Marie-hélène panisset,Animation,0.0
Marie-hélène roy,Animation,0.0
Marie-hélène taschereau,Animation,0.0
Marie-hélène tremblay,Animation,0.0
Marie-jo corajoud,Animation,1.0
Marie-josé raymond,Animation,0.0
Marie-josée corbeil,Animation,3.0
Marie-josée larocque,Animation,0.0
Marie-josée laroque,Animation,0.0
Marie-josée raymond,Animation,0.0
Marie-josée saint-pierre,Animation,7.0
Marie-justine fournier,Animation,0.0
Marie-laure reyre,Animation,0.0
Marie-lise beaudoin,Animation,0.0
Marie-luc beaudin,Animation,0.0
Marie-pascale dubé,Animation,0.0
Marie-pascale osterrieth,Animation,0.0
Marie-pierre corriveau,Animation,0.0
Marie-pierre grenier,Animation,0.0
Marie-pierre tétreault,Animation,0.0
Marie-soleil st-michel,Animation,0.0
Marie-thérèse mongeon,Animation,0.0
Marie-ève dallaire,Animation,0.0
Marie-ève juste-blain,Animation,0.0
Marie-ève pelletier,Animation,0.0
Marie-ève tremblay,Animation,0.0
Marie-élaine nadeau,Animation,0.0
Marie-êve mercier,Animation,0.0
Marielle duigou,Animation,0.0
Marielle nitoslawska,Animation,0.0
Marilyn watelet,Animation,0.0
Marilène bastien,Animation,0.0
Marilú mallet,Animation,0.0
Marin karmitz,Animation,0.0
