nomComplet,lienWikidata,distinction,date,annee
Guy Laliberté,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,1997-01-01,1997
Serge Turgeon,http://www.wikidata.org/entity/Q3405133,Prix Patriote de l'année,1990-01-01,1990
Serge Turgeon,http://www.wikidata.org/entity/Q15278101,Membre de l’Ordre du Canada,2004-01-01,2004
Serge Turgeon,http://www.wikidata.org/entity/Q3355657,ordre de la Pléiade,2003-01-01,2003
Serge Turgeon,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,2001-01-01,2001
Peter Szoboszlay,http://www.wikidata.org/entity/Q789836,prix  Béla-Balázs,1984-01-01,1984
Ferenc Mikulás,http://www.wikidata.org/entity/Q789836,prix  Béla-Balázs,2008-01-01,2008
Ferenc Mikulás,http://www.wikidata.org/entity/Q1567221,prix de l’héritage hongrois,2011-01-01,2011
Sam Neill,http://www.wikidata.org/entity/Q10762848,officier de l'ordre de l'Empire britannique,1991-06-14,1991
Sam Neill,http://www.wikidata.org/entity/Q209896,honoris causa,2002-01-01,2002
Tom Skerritt,http://www.wikidata.org/entity/Q989439,Primetime Emmy Award du meilleur acteur dans une série télévisée dramatique,1993-01-01,1993
Renato Berta,http://www.wikidata.org/entity/Q1204998,prix Directeur photo allemand,2014-01-01,2014
Renato Berta,http://www.wikidata.org/entity/Q1408819,Marburger Kamerapreis,2008-01-01,2008
Renato Berta,http://www.wikidata.org/entity/Q225085,César de la meilleure photographie,1988-01-01,1988
Kevin Costner,http://www.wikidata.org/entity/Q989453,Primetime Emmy Award du meilleur acteur dans une mini-série ou un téléfilm,2012-01-01,2012
Kevin Costner,http://www.wikidata.org/entity/Q727282,César d'honneur,2013-01-01,2013
Kevin Costner,http://www.wikidata.org/entity/Q1426204,Golden Apple Awards,1988-01-01,1988
Richard Wolf,http://www.wikidata.org/entity/Q1044427,Primetime Emmy Award,1997-01-01,1997
Richard Wolf,http://www.wikidata.org/entity/Q833154,prix Edgar-Allan-Poe,2003-01-01,2003
Richard Wolf,http://www.wikidata.org/entity/Q1044427,Primetime Emmy Award,2007-01-01,2007
Miki Manojlovic,http://www.wikidata.org/entity/Q11222980,prix Sterija,1985-01-01,1985
Miki Manojlovic,http://www.wikidata.org/entity/Q13418499,prix Pavle Vuisić,2004-01-01,2004
Jean-François Delassus,http://www.wikidata.org/entity/Q2622133,prix Albert-Londres,1971-01-01,1971
Jean-Claude Deret,http://www.wikidata.org/entity/Q13452524,officier des Arts et des Lettres,2016-09-13,2016
Lou Diamond Phillips,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1996-01-01,1996
Toshiro Mifune,http://www.wikidata.org/entity/Q11605748,Médaille au ruban pourpre,1986-01-01,1986
Nedeljko Dragic,http://www.wikidata.org/entity/Q30327090,Cristal du court métrage,1967-01-01,1967
Chuck Jones,http://www.wikidata.org/entity/Q8025998,prix Winsor-McCay,1974-01-01,1974
Michel Jonasz,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2018-03-08,2018
Michel Jonasz,http://www.wikidata.org/entity/Q16682528,Victoire de l'artiste interprète masculin,1985-01-01,1985
Michel Jonasz,http://www.wikidata.org/entity/Q3405187,prix Raoul-Breton,1978-01-01,1978
Madeline Fontaine,http://www.wikidata.org/entity/Q900385,César des meilleurs costumes,2009-01-01,2009
Madeline Fontaine,http://www.wikidata.org/entity/Q900385,César des meilleurs costumes,2005-01-01,2005
Henri Salvador,http://www.wikidata.org/entity/Q10341322,ordre du Mérite culturel,2005-01-01,2005
Henri Salvador,http://www.wikidata.org/entity/Q16682528,Victoire de l'artiste interprète masculin,2001-01-01,2001
Catherine Ringer,http://www.wikidata.org/entity/Q16682527,Victoire de l'artiste interprète féminine,2012-01-01,2012
Catherine Ringer,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2016-09-13,2016
Timothy Findley,http://www.wikidata.org/entity/Q3405805,prix du Gouverneur général : romans et nouvelles de langue anglaise,1977-01-01,1977
Timothy Findley,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,2002-01-01,2002
Margaret Tyzack,http://www.wikidata.org/entity/Q627778,Tony Award de la meilleure actrice dans un second rôle dans une pièce,1990-01-01,1990
Margaret Tyzack,http://www.wikidata.org/entity/Q10762848,officier de l'ordre de l'Empire britannique,1970-01-01,1970
Margaret Tyzack,http://www.wikidata.org/entity/Q12201477,commandeur de l'ordre de l'Empire britannique,2010-01-01,2010
Go Riju,http://www.wikidata.org/entity/Q5280710,Prix des nouveaux réalisateurs de la Directors Guild of Japan,1996-01-01,1996
Patrick Chesnais,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,2009-07-13,2009
Patrick Chesnais,http://www.wikidata.org/entity/Q3405880,prix du meilleur comédien du Syndicat de la critique,1982-01-01,1982
Patrick Chesnais,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2015-07-17,2015
Marceline Loridan-Ivens,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2014-07-09,2014
Marceline Loridan-Ivens,http://www.wikidata.org/entity/Q13422141,commandeur de l'ordre national du Mérite,2015-05-15,2015
Marceline Loridan-Ivens,http://www.wikidata.org/entity/Q3404860,prix Jean-Jacques-Rousseau,2015-01-01,2015
Marceline Loridan-Ivens,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,1992-10-02,1992
Marceline Loridan-Ivens,http://www.wikidata.org/entity/Q10855195,officier de la Légion d'honneur,2010-07-13,2010
Maureen Forrester,http://www.wikidata.org/entity/Q15464524,officier de l'Ordre national du Québec,2003-01-01,2003
Maureen Forrester,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,2000-01-01,2000
Maureen Forrester,http://www.wikidata.org/entity/Q3362499,Panthéon de la musique canadienne,1990-01-01,1990
Maureen Forrester,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,1995-01-01,1995
Maureen Forrester,http://www.wikidata.org/entity/Q992455,prix Molson,1971-01-01,1971
Michael Caine,http://www.wikidata.org/entity/Q106291,Oscar du meilleur acteur dans un second rôle,2000-01-01,2000
Michael Caine,http://www.wikidata.org/entity/Q106291,Oscar du meilleur acteur dans un second rôle,1987-01-01,1987
Michael Caine,http://www.wikidata.org/entity/Q181883,Golden Globe du meilleur acteur dans un film musical ou une comédie,1983-01-01,1983
Michael Caine,http://www.wikidata.org/entity/Q181883,Golden Globe du meilleur acteur dans un film musical ou une comédie,1999-01-01,1999
Michael Caine,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2011-01-01,2011
Michael Caine,http://www.wikidata.org/entity/Q80482724,European Film Academy Honorary Award,2015-01-01,2015
Michael Caine,http://www.wikidata.org/entity/Q400007,British Academy Film Award du meilleur acteur,1983-01-01,1983
Michael Caine,http://www.wikidata.org/entity/Q251542,Golden Globe du meilleur acteur dans une mini-série ou un téléfilm,1989-01-01,1989
Michael Caine,http://www.wikidata.org/entity/Q849771,BAFTA/LA,1990-01-01,1990
Michael Caine,http://www.wikidata.org/entity/Q908858,prix Donostia,2000-01-01,2000
Michael Caine,http://www.wikidata.org/entity/Q787148,Academy Fellowship,2000-01-01,2000
Michael Caine,http://www.wikidata.org/entity/Q932281,Prix du cinéma européen du meilleur acteur,2015-01-01,2015
Michael Gambon,http://www.wikidata.org/entity/Q28470,prix Laurence-Olivier,1990-01-01,1990
Michael Gambon,http://www.wikidata.org/entity/Q28470,prix Laurence-Olivier,1986-01-01,1986
Michael Gambon,http://www.wikidata.org/entity/Q28470,prix Laurence-Olivier,1988-01-01,1988
Michael Gambon,http://www.wikidata.org/entity/Q5416631,Evening Standard Theatre Award,1995-01-01,1995
Michael Gambon,http://www.wikidata.org/entity/Q5416631,Evening Standard Theatre Award,1987-01-01,1987
Michael Gambon,http://www.wikidata.org/entity/Q2639596,Irish Film and Television Awards,2017-01-01,2017
Michael Gambon,http://www.wikidata.org/entity/Q5416631,Evening Standard Theatre Award,2010-01-01,2010
Lev Prygunov,http://www.wikidata.org/entity/Q46919,artiste d'honneur de la RSFSR,1976-01-01,1976
Lev Prygunov,http://www.wikidata.org/entity/Q1857712,Artiste du peuple de la Fédération de Russie,2013-01-01,2013
Béla Bartok,http://www.wikidata.org/entity/Q637399,prix Kossuth,1948-01-01,1948
Béla Bartok,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,1930-09-17,1930
Béla Bartok,http://www.wikidata.org/entity/Q5593916,Grammy Trustees Award,1984-01-01,1984
Timothy Daly,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1987-01-01,1987
Tom Jones,http://www.wikidata.org/entity/Q1453643,Grammy Award du meilleur nouvel artiste,1966-01-01,1966
Roch Voisine,http://www.wikidata.org/entity/Q948461,Ordre du Nouveau-Brunswick,2014-01-01,2014
Bob Barker,http://www.wikidata.org/entity/Q5243447,Daytime Emmy Award for Outstanding Game Show Host,2004-01-01,2004
Bob Barker,http://www.wikidata.org/entity/Q5243447,Daytime Emmy Award for Outstanding Game Show Host,2002-01-01,2002
Bob Barker,http://www.wikidata.org/entity/Q5243447,Daytime Emmy Award for Outstanding Game Show Host,2007-01-01,2007
Henry Czerny,http://www.wikidata.org/entity/Q1131356,Theatre World Award,2000-01-01,2000
Jean-Michel Jarre,http://www.wikidata.org/entity/Q10855212,commandeur de la Légion d'honneur,2019-07-13,2019
Jean-Michel Jarre,http://www.wikidata.org/entity/Q10855195,officier de la Légion d'honneur,2011-07-13,2011
Jean-Michel Jarre,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,1994-04-01,1994
Jean-Michel Jarre,http://www.wikidata.org/entity/Q1783310,Q Awards,2014-01-01,2014
Jean-Michel Jarre,http://www.wikidata.org/entity/Q821717,Steiger Award,2013-01-01,2013
Jean-Michel Jarre,http://www.wikidata.org/entity/Q5397993,Eska Music Award,2007-01-01,2007
Laurie Anderson,http://www.wikidata.org/entity/Q1316544,bourse Guggenheim,1982-01-01,1982
Claude-Henri Grignon,http://www.wikidata.org/entity/Q63979483,personnage historique identifié,2017-05-15,2017
Claude-Henri Grignon,http://www.wikidata.org/entity/Q15278116,officier de l'Ordre du Canada,1967-01-01,1967
Claude-Henri Grignon,http://www.wikidata.org/entity/Q3404375,prix Athanase-David,1935-01-01,1935
Oliver Jones,http://www.wikidata.org/entity/Q61478580,Compagne/Compagnon de l'Ordre des arts et des lettres du Québec,2015-01-01,2015
Oliver Jones,http://www.wikidata.org/entity/Q6314107,prix Juno de l'album jazz traditionnel de l'année,1986-01-01,1986
Oliver Jones,http://www.wikidata.org/entity/Q6314107,prix Juno de l'album jazz traditionnel de l'année,2009-01-01,2009
Oliver Jones,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,2005-01-01,2005
Oscar Peterson,http://www.wikidata.org/entity/Q51527076,docteur honoris causa de l'Université Laval,1985-01-01,1985
Oscar Peterson,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,1991-01-01,1991
Oscar Peterson,http://www.wikidata.org/entity/Q1335973,Grammy Award du meilleur album de jazz instrumental,1974-01-01,1974
Oscar Peterson,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,1996-01-01,1996
Oscar Peterson,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,1997-01-01,1997
Oscar Peterson,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,2013-01-01,2013
Oscar Peterson,http://www.wikidata.org/entity/Q268670,Praemium Imperiale,1999-01-01,1999
Oscar Peterson,http://www.wikidata.org/entity/Q3788522,Grammy Award du meilleur solo de jazz improvisé,1979-01-01,1979
Oscar Peterson,http://www.wikidata.org/entity/Q3788522,Grammy Award du meilleur solo de jazz improvisé,1990-01-01,1990
Oscar Peterson,http://www.wikidata.org/entity/Q3788522,Grammy Award du meilleur solo de jazz improvisé,1977-01-01,1977
Oscar Peterson,http://www.wikidata.org/entity/Q3362499,Panthéon de la musique canadienne,1978-01-01,1978
Oscar Peterson,http://www.wikidata.org/entity/Q1531033,prix Glenn-Gould,1993-01-01,1993
Oscar Peterson,http://www.wikidata.org/entity/Q3788522,Grammy Award du meilleur solo de jazz improvisé,1978-01-01,1978
David Brubeck,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,1996-01-01,1996
David Brubeck,http://www.wikidata.org/entity/Q1738793,prix Kennedy,2009-01-01,2009
Jacques Tati,http://www.wikidata.org/entity/Q727282,César d'honneur,1977-01-01,1977
Jacques Tati,http://www.wikidata.org/entity/Q164200,prix du Jury,1958-01-01,1958
Jacques Tati,http://www.wikidata.org/entity/Q734335,prix Louis-Delluc,1953-01-01,1953
Melina Mercouri,http://www.wikidata.org/entity/Q840286,prix d'interprétation féminine,1960-01-01,1960
Paul Lukas,http://www.wikidata.org/entity/Q1011547,Golden Globes,1944-01-01,1944
Paul Lukas,http://www.wikidata.org/entity/Q103916,Oscar du meilleur acteur,1944-01-01,1944
Sandrine Kiberlain,http://www.wikidata.org/entity/Q1615857,prix Romy-Schneider,1995-01-01,1995
Ben Kingsley,http://www.wikidata.org/entity/Q593098,Golden Globe du meilleur acteur dans un film dramatique,1982-01-01,1982
Ben Kingsley,http://www.wikidata.org/entity/Q400007,British Academy Film Award du meilleur acteur,1983-01-01,1983
Ben Kingsley,http://www.wikidata.org/entity/Q503034,Los Angeles Film Critics Association Award du meilleur acteur,1981-01-01,1981
Ben Kingsley,http://www.wikidata.org/entity/Q30132541,Padma Shri dans les arts,1984-01-01,1984
Ben Kingsley,http://www.wikidata.org/entity/Q1534906,Golden Globe de la révélation masculine de l'année,1982-01-01,1982
Ben Kingsley,http://www.wikidata.org/entity/Q1790281,New York Film Critics Circle Award du meilleur acteur,1982-01-01,1982
Ben Kingsley,http://www.wikidata.org/entity/Q1790292,National Board of Review Award du meilleur acteur,1982-01-01,1982
Ben Kingsley,http://www.wikidata.org/entity/Q932281,Prix du cinéma européen du meilleur acteur,2001-01-01,2001
Ben Kingsley,http://www.wikidata.org/entity/Q922348,Critics' Choice Movie Award du meilleur acteur dans un second rôle,2001-01-01,2001
Ben Kingsley,http://www.wikidata.org/entity/Q833163,Knight Bachelor,2001-12-31,2001
Ben Kingsley,http://www.wikidata.org/entity/Q12201477,commandeur de l'ordre de l'Empire britannique,2000-01-01,2000
Ben Kingsley,http://www.wikidata.org/entity/Q5593890,Grammy Award du meilleur livre audio,1984-01-01,1984
Ben Kingsley,http://www.wikidata.org/entity/Q2665878,Screen Actors Guild Award du meilleur acteur dans une mini-série ou un téléfilm,2002-01-01,2002
Aidan Quinn,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1988-01-01,1988
David Niven,http://www.wikidata.org/entity/Q181883,Golden Globe du meilleur acteur dans un film musical ou une comédie,1953-01-01,1953
David Niven,http://www.wikidata.org/entity/Q103916,Oscar du meilleur acteur,1958-01-01,1958
David Niven,http://www.wikidata.org/entity/Q593098,Golden Globe du meilleur acteur dans un film dramatique,1958-01-01,1958
Vlastimil Brodsky,http://www.wikidata.org/entity/Q6970486,Artiste national,1988-01-01,1988
Francesco Rosi,http://www.wikidata.org/entity/Q3703463,David di Donatello du meilleur réalisateur,1979-01-01,1979
Francesco Rosi,http://www.wikidata.org/entity/Q3703463,David di Donatello du meilleur réalisateur,1965-01-01,1965
Francesco Rosi,http://www.wikidata.org/entity/Q3703463,David di Donatello du meilleur réalisateur,1997-01-01,1997
Francesco Rosi,http://www.wikidata.org/entity/Q3703463,David di Donatello du meilleur réalisateur,1976-01-01,1976
Francesco Rosi,http://www.wikidata.org/entity/Q3703463,David di Donatello du meilleur réalisateur,1985-01-01,1985
Francesco Rosi,http://www.wikidata.org/entity/Q3703463,David di Donatello du meilleur réalisateur,1981-01-01,1981
Arthur Penn,http://www.wikidata.org/entity/Q640374,Tony Award de la meilleure mise en scène pour une pièce,1960-01-01,1960
Clark Gregg,http://www.wikidata.org/entity/Q1258647,Saturn Award du meilleur acteur dans un second rôle,2013-01-01,2013
Helen Mirren,http://www.wikidata.org/entity/Q185299,Tony Award de la meilleure actrice dans une pièce,2015-01-01,2015
Helen Mirren,http://www.wikidata.org/entity/Q103618,Oscar de la meilleure actrice,2007-01-01,2007
Helen Mirren,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1995-01-01,1995
Helen Mirren,http://www.wikidata.org/entity/Q989447,Primetime Emmy Award de la meilleure actrice dans une mini-série ou un téléfilm,2007-01-01,2007
Helen Mirren,http://www.wikidata.org/entity/Q989447,Primetime Emmy Award de la meilleure actrice dans une mini-série ou un téléfilm,1999-01-01,1999
Helen Mirren,http://www.wikidata.org/entity/Q687123,British Academy Film Award de la meilleure actrice,2006-01-01,2006
Helen Mirren,http://www.wikidata.org/entity/Q989447,Primetime Emmy Award de la meilleure actrice dans une mini-série ou un téléfilm,2006-01-01,2006
Helen Mirren,http://www.wikidata.org/entity/Q1377738,prix du cinéma européen de la meilleure actrice,2007-01-01,2007
Helen Mirren,http://www.wikidata.org/entity/Q1377753,Achievement in World Cinema Award,2012-01-01,2012
Alexandre Desplat,http://www.wikidata.org/entity/Q1377736,prix du cinéma européen du meilleur compositeur,2007-01-01,2007
Alexandre Desplat,http://www.wikidata.org/entity/Q1377736,prix du cinéma européen du meilleur compositeur,2010-01-01,2010
Alexandre Desplat,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,2011-07-13,2011
Alexandre Desplat,http://www.wikidata.org/entity/Q13422140,officier de l'ordre national du Mérite,2016-11-14,2016
Alexandre Desplat,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2016-02-10,2016
John Hurt,http://www.wikidata.org/entity/Q723830,Golden Globe du meilleur acteur dans un second rôle,1978-01-01,1978
John Hurt,http://www.wikidata.org/entity/Q548389,British Academy Film Award du meilleur acteur dans un second rôle,1979-01-01,1979
John Hurt,http://www.wikidata.org/entity/Q400007,British Academy Film Award du meilleur acteur,1981-01-01,1981
John Hurt,http://www.wikidata.org/entity/Q12201477,commandeur de l'ordre de l'Empire britannique,2004-06-11,2004
John Hurt,http://www.wikidata.org/entity/Q4834546,British Academy Film Award de la meilleure contribution au cinéma britannique,2012-01-01,2012
John Hurt,http://www.wikidata.org/entity/Q2925701,British Academy Television Award du meilleur acteur,1976-01-01,1976
John Hurt,http://www.wikidata.org/entity/Q833163,Knight Bachelor,2014-12-31,2014
Albert Uderzo,http://www.wikidata.org/entity/Q36460247,Temple de la renommée Will Eisner,2005-01-01,2005
Albert Uderzo,http://www.wikidata.org/entity/Q27962196,prix de l'Excellence française,2013-01-01,2013
Albert Uderzo,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2003-01-01,2003
Albert Uderzo,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,1985-01-01,1985
Albert Uderzo,http://www.wikidata.org/entity/Q314934,prix Max et Moritz,2004-01-01,2004
Albert Uderzo,http://www.wikidata.org/entity/Q1542772,grand prix de la ville d'Angoulême,1999-01-01,1999
Albert Uderzo,http://www.wikidata.org/entity/Q10855195,officier de la Légion d'honneur,2013-01-01,2013
Albert Uderzo,http://www.wikidata.org/entity/Q1818405,chevalier de l'ordre du Lion néerlandais,2007-01-01,2007
Franz Liszt,http://www.wikidata.org/entity/Q565030,ordre bavarois de Maximilien pour la science et l'art,1884-01-01,1884
Stephen Rea,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1993-01-01,1993
Kevin Smith,http://www.wikidata.org/entity/Q1170507,Independent Spirit Award du meilleur scénario,1998-01-01,1998
Jean-Pierre Lefebvre,http://www.wikidata.org/entity/Q3404315,prix Albert-Tessier,1995-01-01,1995
Jean-Pierre Lefebvre,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,2013-01-01,2013
Philippe Le Guay,http://www.wikidata.org/entity/Q3405213,prix René-Clair,2013-01-01,2013
Nadia El Fani,http://www.wikidata.org/entity/Q50628347,prix de la laïcité de l'association Comité Laïcité République,2011-01-01,2011
Peter Behrens,http://www.wikidata.org/entity/Q3405805,prix du Gouverneur général : romans et nouvelles de langue anglaise,2006-01-01,2006
Geoffrey Holder,http://www.wikidata.org/entity/Q3993187,Tony Award des meilleurs costumes,1975-01-01,1975
Geoffrey Holder,http://www.wikidata.org/entity/Q377293,Tony Award de la meilleure mise en scène pour une comédie musicale,1975-01-01,1975
Pierre Arditi,http://www.wikidata.org/entity/Q10855195,officier de la Légion d'honneur,2016-03-26,2016
Pierre Arditi,http://www.wikidata.org/entity/Q900424,César du meilleur acteur dans un second rôle,1987-01-01,1987
Pierre Arditi,http://www.wikidata.org/entity/Q900494,César du meilleur acteur,1994-01-01,1994
Pierre Arditi,http://www.wikidata.org/entity/Q13452531,commandeur des Arts et des Lettres,2017-09-25,2017
Pierre Arditi,http://www.wikidata.org/entity/Q13422138,chevalier de l'ordre national du Mérite,1993-06-24,1993
Whoopi Goldberg,http://www.wikidata.org/entity/Q1899850,prix Mark-Twain,2001-01-01,2001
Whoopi Goldberg,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1985-01-01,1985
Whoopi Goldberg,http://www.wikidata.org/entity/Q1011547,Golden Globes,1986-01-01,1986
Marlon Brando,http://www.wikidata.org/entity/Q103916,Oscar du meilleur acteur,1972-01-01,1972
Marlon Brando,http://www.wikidata.org/entity/Q103916,Oscar du meilleur acteur,1954-01-01,1954
Marlon Brando,http://www.wikidata.org/entity/Q593098,Golden Globe du meilleur acteur dans un film dramatique,1972-01-01,1972
Marlon Brando,http://www.wikidata.org/entity/Q945887,Primetime Emmy Award du meilleur acteur dans un second rôle dans une mini-série ou un téléfilm,1979-01-01,1979
Marlon Brando,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1946-01-01,1946
Anne Archer,http://www.wikidata.org/entity/Q1449316,Miss Golden Globe,1970-01-01,1970
Joe Mantegna,http://www.wikidata.org/entity/Q1474410,Tony award du meilleur acteur dans un second rôle dans une pièce,1984-01-01,1984
Molly Ringwald,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1987-01-01,1987
Ub Iwerks,http://www.wikidata.org/entity/Q8025998,prix Winsor-McCay,1978-01-01,1978
Ub Iwerks,http://www.wikidata.org/entity/Q1150306,Disney Legend,1989-01-01,1989
Otto Messmer,http://www.wikidata.org/entity/Q8025998,prix Winsor-McCay,1976-01-01,1976
Max Fleischer,http://www.wikidata.org/entity/Q8025998,prix Winsor-McCay,1972-01-01,1972
Walter Lantz,http://www.wikidata.org/entity/Q727328,Oscar d'honneur,1979-01-01,1979
Walter Lantz,http://www.wikidata.org/entity/Q8025998,prix Winsor-McCay,1973-01-01,1973
Dave Fleischer,http://www.wikidata.org/entity/Q8025998,prix Winsor-McCay,1972-01-01,1972
Tex Avery,http://www.wikidata.org/entity/Q8025998,prix Winsor-McCay,1973-01-01,1973
Gioachino Rossini,http://www.wikidata.org/entity/Q10855216,grand officier de la Légion d'honneur,1864-08-12,1864
Gilles Maheu,http://www.wikidata.org/entity/Q61478580,Compagne/Compagnon de l'Ordre des arts et des lettres du Québec,2015-01-01,2015
Guy Mignault,http://www.wikidata.org/entity/Q21672149,chevalier de l'ordre de la Pléiade,2010-01-01,2010
Mikis Theodorakis,http://www.wikidata.org/entity/Q308907,prix Lénine pour la paix,1983-01-01,1983
Mikis Theodorakis,http://www.wikidata.org/entity/Q787098,British Academy Film Award de la meilleure musique de film,1970-01-01,1970
Sylvie Joly,http://www.wikidata.org/entity/Q13452524,officier des Arts et des Lettres,2011-01-01,2011
Sylvie Joly,http://www.wikidata.org/entity/Q13452528,chevalier des Arts et des Lettres,2006-01-01,2006
Tzipi Trope,http://www.wikidata.org/entity/Q1604012,Ophir du cinéma,2001-01-01,2001
Patricio Guzmán,http://www.wikidata.org/entity/Q1377752,prix du cinéma européen du meilleur film documentaire,2010-01-01,2010
Patricio Guzmán,http://www.wikidata.org/entity/Q55455135,docteur honoris causa de l'université Bordeaux Montaigne,2019-03-12,2019
Élodie Bouchez,http://www.wikidata.org/entity/Q1377738,prix du cinéma européen de la meilleure actrice,1998-01-01,1998
Henry Mancini,http://www.wikidata.org/entity/Q1027904,Grammy Award de la chanson de l'année,1962-05-29,1962
Henry Mancini,http://www.wikidata.org/entity/Q1027904,Grammy Award de la chanson de l'année,1964-05-12,1964
Henry Mancini,http://www.wikidata.org/entity/Q112243,Oscar de la meilleure chanson originale,1963-04-08,1963
Henry Mancini,http://www.wikidata.org/entity/Q112243,Oscar de la meilleure chanson originale,1962-04-09,1962
Henry Mancini,http://www.wikidata.org/entity/Q935843,Grammy du couronnement d'une carrière,1995-01-01,1995
Henry Mancini,http://www.wikidata.org/entity/Q904528,Grammy Award de l'album de l'année,1959-01-01,1959
Rutger Hauer,http://www.wikidata.org/entity/Q1535546,Veau d'or du meilleur acteur,1981-01-01,1981
Rutger Hauer,http://www.wikidata.org/entity/Q1011547,Golden Globes,1987-01-01,1987
Rutger Hauer,http://www.wikidata.org/entity/Q1513510,Gouden Kalf,2008-01-01,2008
Burt Reynolds,http://www.wikidata.org/entity/Q989442,Primetime Emmy Award du meilleur acteur dans une série télévisée comique,1991-01-01,1991
Robert Campbell,http://www.wikidata.org/entity/Q572811,prix Anthony,1987-01-01,1987
Sylvain Chomet,http://www.wikidata.org/entity/Q1377745,Prix du cinéma européen du meilleur film d'animation,2010-01-01,2010
Krzysztof Penderecki,http://www.wikidata.org/entity/Q268670,Praemium Imperiale,2004-01-01,2004
Krzysztof Penderecki,http://www.wikidata.org/entity/Q60476,ordre de la Croix de Terra Mariana,2014-01-01,2014
Krzysztof Penderecki,http://www.wikidata.org/entity/Q290235,prix Herder,1977-01-01,1977
Krzysztof Penderecki,http://www.wikidata.org/entity/Q306590,décoration autrichienne pour la science et l'art,1992-01-01,1992
Krzysztof Penderecki,http://www.wikidata.org/entity/Q716556,ordre du Mérite culturel,1993-01-01,1993
Krzysztof Penderecki,http://www.wikidata.org/entity/Q579688,Ordre Polonia Restituta,1964-01-01,1964
Krzysztof Penderecki,http://www.wikidata.org/entity/Q1059569,ordre du mérite de la République italienne,2000-01-01,2000
Krzysztof Penderecki,http://www.wikidata.org/entity/Q762844,ordre pro Merito Melitensi,2011-01-01,2011
Krzysztof Penderecki,http://www.wikidata.org/entity/Q913910,ordre des Trois Étoiles,2006-01-01,2006
Krzysztof Penderecki,http://www.wikidata.org/entity/Q1702885,médaille du Mérite culturel polonais Gloria Artis,2005-01-01,2005
Krzysztof Penderecki,http://www.wikidata.org/entity/Q1113604,ordre de Mérite du Grand-Duché de Luxembourg,2009-01-01,2009
Krzysztof Penderecki,http://www.wikidata.org/entity/Q1437834,prix Grawemeyer,1992-01-01,1992
Krzysztof Penderecki,http://www.wikidata.org/entity/Q1955217,prix de musique de Duisbourg,1999-01-01,1999
Krzysztof Penderecki,http://www.wikidata.org/entity/Q1890947,ordre du Lion de Finlande,2008-01-01,2008
Krzysztof Penderecki,http://www.wikidata.org/entity/Q2085270,ordre de l'Insigne d'honneur,2009-01-01,2009
Krzysztof Penderecki,http://www.wikidata.org/entity/Q2102530,Aigle de la meilleure musique de film,2008-01-01,2008
Krzysztof Penderecki,http://www.wikidata.org/entity/Q2002929,ordre du Grand Duc Gediminas,1998-01-01,1998
Krzysztof Penderecki,http://www.wikidata.org/entity/Q3319305,prix Princesse des Asturies pour les arts,2001-01-01,2001
Krzysztof Penderecki,http://www.wikidata.org/entity/Q2300740,ordre de Bernardo O'Higgins,2008-01-01,2008
Krzysztof Penderecki,http://www.wikidata.org/entity/Q2569837,prix Wihuri Sibelius,1983-01-01,1983
Krzysztof Penderecki,http://www.wikidata.org/entity/Q2325167,prix d'État de Rhénanie du Nord-Westphalie,2002-01-01,2002
