nomComplet,lienWikidata,distinction,date,annee
Donald Sutherland,http://www.wikidata.org/entity/Q727328,Oscar d'honneur,2018-01-01,2018
Donald Sutherland,http://www.wikidata.org/entity/Q945887,Primetime Emmy Award du meilleur acteur dans un second rôle dans une mini-série ou un téléfilm,1995-01-01,1995
Donald Sutherland,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,2000-01-01,2000
Phylicia Rashad,http://www.wikidata.org/entity/Q185299,Tony Award de la meilleure actrice dans une pièce,2004-01-01,2004
Loren Dean,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1989-01-01,1989
Gilles Groulx,http://www.wikidata.org/entity/Q3404315,prix Albert-Tessier,1985-01-01,1985
Zachary Richard,http://www.wikidata.org/entity/Q3404452,prix Champlain,1998-01-01,1998
Georges Dufaux,http://www.wikidata.org/entity/Q3404315,prix Albert-Tessier,1998-01-01,1998
Glynis Johns,http://www.wikidata.org/entity/Q1537996,Tony Award de la meilleure actrice dans une comédie musicale,1973-01-01,1973
Glynis Johns,http://www.wikidata.org/entity/Q1150306,Disney Legend,1998-01-01,1998
Anne-Marie Olivier,http://www.wikidata.org/entity/Q3405963,prix littéraires du Gouverneur général,2018-01-01,2018
Yves Thériault,http://www.wikidata.org/entity/Q3404375,prix Athanase-David,1979-01-01,1979
Yves Thériault,http://www.wikidata.org/entity/Q3405963,prix littéraires du Gouverneur général,1961-01-01,1961
Yves Thériault,http://www.wikidata.org/entity/Q3405179,prix Québec-Paris,1961-01-01,1961
Hélène Loiselle,http://www.wikidata.org/entity/Q3404522,prix Denise-Pelletier,2006-01-01,2006
Léa Pool,http://www.wikidata.org/entity/Q3404315,prix Albert-Tessier,2006-01-01,2006
Claude Léveillée,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,1998-01-01,1998
Atom Egoyan,http://www.wikidata.org/entity/Q15278107,Compagnon de l’Ordre du Canada,2015-11-19,2015
Atom Egoyan,http://www.wikidata.org/entity/Q15278116,officier de l'Ordre du Canada,1999-04-15,1999
Atom Egoyan,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,2015-01-01,2015
Atom Egoyan,http://www.wikidata.org/entity/Q1158951,prix Dan-David,2008-01-01,2008
Atom Egoyan,http://www.wikidata.org/entity/Q194540,médaille du jubilé de diamant de la reine Élisabeth II,2012-01-01,2012
Atom Egoyan,http://www.wikidata.org/entity/Q1581457,médaille du jubilé d'or de la reine Élisabeth II,2002-01-01,2002
Dominique Michel,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,1992-01-01,1992
Dominique Michel,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,2002-01-01,2002
Michel Garneau,http://www.wikidata.org/entity/Q3405963,prix littéraires du Gouverneur général,1977-01-01,1977
Alain Chartrand,http://www.wikidata.org/entity/Q15278101,Membre de l’Ordre du Canada,2020-01-01,2020
Christopher Plummer,http://www.wikidata.org/entity/Q15278107,Compagnon de l’Ordre du Canada,1968-01-01,1968
Christopher Plummer,http://www.wikidata.org/entity/Q106291,Oscar du meilleur acteur dans un second rôle,2011-01-01,2011
Christopher Plummer,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,1998-01-01,1998
Christopher Plummer,http://www.wikidata.org/entity/Q989453,Primetime Emmy Award du meilleur acteur dans une mini-série ou un téléfilm,1977-01-01,1977
Christopher Plummer,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1955-01-01,1955
Christopher Plummer,http://www.wikidata.org/entity/Q1723064,Tony Award du meilleur acteur dans une comédie musicale,1974-01-01,1974
Christopher Plummer,http://www.wikidata.org/entity/Q1445521,Tony Award du meilleur acteur dans une pièce,1997-01-01,1997
Christopher Plummer,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,2001-01-01,2001
Jean-Claude Lord,http://www.wikidata.org/entity/Q3404685,prix Guy-Mauffette,2017-01-01,2017
Huguette Oligny,http://www.wikidata.org/entity/Q15464524,officier de l'Ordre national du Québec,1999-01-01,1999
Dorothée Berryman,http://www.wikidata.org/entity/Q3404762,Prix Gémeaux du meilleur rôle de soutien féminin,1988-01-01,1988
Rita Lafontaine,http://www.wikidata.org/entity/Q15464524,officier de l'Ordre national du Québec,2011-01-01,2011
Pierre Lamy,http://www.wikidata.org/entity/Q3404315,prix Albert-Tessier,1981-01-01,1981
Daniel Bertolino,http://www.wikidata.org/entity/Q15464524,officier de l'Ordre national du Québec,2017-01-01,2017
André Forcier,http://www.wikidata.org/entity/Q3404315,prix Albert-Tessier,2003-01-01,2003
Edgar Fruitier,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,2008-01-01,2008
Francine Grimaldi,http://www.wikidata.org/entity/Q3404685,prix Guy-Mauffette,2018-01-01,2018
Sophia Loren,http://www.wikidata.org/entity/Q14539974,chevalier grand-croix de l'ordre du Mérite de la République italienne,1996-06-26,1996
Sophia Loren,http://www.wikidata.org/entity/Q268670,Praemium Imperiale,2010-01-01,2010
Sophia Loren,http://www.wikidata.org/entity/Q103618,Oscar de la meilleure actrice,1962-01-01,1962
Sophia Loren,http://www.wikidata.org/entity/Q338751,ordre de sainte Agathe,2012-12-09,2012
Sophia Loren,http://www.wikidata.org/entity/Q727328,Oscar d'honneur,1991-01-01,1991
Sophia Loren,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,1991-01-01,1991
Sophia Loren,http://www.wikidata.org/entity/Q840286,prix d'interprétation féminine,1961-01-01,1961
Sophia Loren,http://www.wikidata.org/entity/Q843823,Telegatto,2001-01-01,2001
Mia Farrow,http://www.wikidata.org/entity/Q6761828,Marian Anderson Award,2011-01-01,2011
Mia Farrow,http://www.wikidata.org/entity/Q1011547,Golden Globes,1965-01-01,1965
Raymond Burr,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,2009-01-01,2009
Raymond Burr,http://www.wikidata.org/entity/Q989439,Primetime Emmy Award du meilleur acteur dans une série télévisée dramatique,1959-01-01,1959
Tom Conti,http://www.wikidata.org/entity/Q1445521,Tony Award du meilleur acteur dans une pièce,1979-01-01,1979
René Angelil,http://www.wikidata.org/entity/Q15464524,officier de l'Ordre national du Québec,2009-01-01,2009
William Shatner,http://www.wikidata.org/entity/Q2604800,Primetime Emmy Award du meilleur acteur invité dans une série télévisée dramatique,2004-01-01,2004
William Shatner,http://www.wikidata.org/entity/Q15278116,officier de l'Ordre du Canada,2017-12-29,2017
William Shatner,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,2000-01-01,2000
William Shatner,http://www.wikidata.org/entity/Q1131356,Theatre World Award,1959-01-01,1959
William Shatner,http://www.wikidata.org/entity/Q1286639,Primetime Emmy Award du meilleur acteur dans un second rôle dans une série télévisée dramatique,2005-01-01,2005
André Gagnon,http://www.wikidata.org/entity/Q6314081,prix Juno de l'album instrumental de l'année,1995-01-01,1995
André Gagnon,http://www.wikidata.org/entity/Q16958655,prix Juno de l'album classique de l'année : performance vocale ou chorale,2014-01-01,2014
André Gagnon,http://www.wikidata.org/entity/Q6314042,prix Juno de l'album de l'année,1977-01-01,1977
André Gagnon,http://www.wikidata.org/entity/Q6314081,prix Juno de l'album instrumental de l'année,1978-01-01,1978
André Gagnon,http://www.wikidata.org/entity/Q61478580,Compagne/Compagnon de l'Ordre des arts et des lettres du Québec,2018-01-01,2018
François Jacob,http://www.wikidata.org/entity/Q80061,prix Nobel de physiologie ou médecine,1965-01-01,1965
François Jacob,http://www.wikidata.org/entity/Q23055166,médaille Hans Adolf Krebs,1982-01-01,1982
François Jacob,http://www.wikidata.org/entity/Q904645,prix Charles-Léopold-Mayer,1962-01-01,1962
François Jacob,http://www.wikidata.org/entity/Q50618211,docteur honoris causa de l'université de Valence,1993-01-01,1993
Luba,http://www.wikidata.org/entity/Q6314109,prix Juno de la vidéo de l'année,1986-01-01,1986
Diane Dufresne,http://www.wikidata.org/entity/Q61478580,Compagne/Compagnon de l'Ordre des arts et des lettres du Québec,2017-01-01,2017
Diane Dufresne,http://www.wikidata.org/entity/Q3404522,prix Denise-Pelletier,2018-01-01,2018
Diane Dufresne,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,2001-01-01,2001
Diane Dufresne,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,2002-01-01,2002
Jean Duceppe,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,1985-01-01,1985
Jean-Marc Vallée,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,2015-01-01,2015
Jean-Marc Vallée,http://www.wikidata.org/entity/Q61478580,Compagne/Compagnon de l'Ordre des arts et des lettres du Québec,2018-01-01,2018
Joseph Rouleau,http://www.wikidata.org/entity/Q15464524,officier de l'Ordre national du Québec,1999-01-01,1999
Joseph Rouleau,http://www.wikidata.org/entity/Q15464509,grand officier de l'Ordre national du Québec,2004-01-01,2004
Joseph Rouleau,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,2004-01-01,2004
Jacques Hétu,http://www.wikidata.org/entity/Q15464524,officier de l'Ordre national du Québec,2007-01-01,2007
Lyse Lafontaine,http://www.wikidata.org/entity/Q2111259,Prix Iris,2017-06-01,2017
Ginette Reno,http://www.wikidata.org/entity/Q857933,allée des célébrités canadiennes,2000-01-01,2000
Ginette Reno,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,2004-01-01,2004
Pierre Perrault,http://www.wikidata.org/entity/Q15464524,officier de l'Ordre national du Québec,1998-01-01,1998
Pierre Perrault,http://www.wikidata.org/entity/Q3404315,prix Albert-Tessier,1994-01-01,1994
Pierre Perrault,http://www.wikidata.org/entity/Q3405963,prix littéraires du Gouverneur général,1964-01-01,1964
Pierre Perrault,http://www.wikidata.org/entity/Q51527076,docteur honoris causa de l'Université Laval,1986-01-01,1986
Arthur Lamothe,http://www.wikidata.org/entity/Q3404315,prix Albert-Tessier,1980-01-01,1980
Arthur Lamothe,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,1999-01-01,1999
Kim Yaroshevskaya,http://www.wikidata.org/entity/Q61478580,Compagne/Compagnon de l'Ordre des arts et des lettres du Québec,2017-01-01,2017
Pauline Julien,http://www.wikidata.org/entity/Q3300955,Prix Calixa-Lavallée,1975-01-01,1975
Pauline Julien,http://www.wikidata.org/entity/Q11682189,grand prix du disque,1985-01-01,1985
Pauline Julien,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,1997-01-01,1997
Pauline Julien,http://www.wikidata.org/entity/Q13452528,chevalier des Arts et des Lettres,1994-01-01,1994
Pauline Julien,http://www.wikidata.org/entity/Q11682189,grand prix du disque,1970-01-01,1970
Lorraine Pintal,http://www.wikidata.org/entity/Q61478580,Compagne/Compagnon de l'Ordre des arts et des lettres du Québec,2017-01-01,2017
Lorraine Pintal,http://www.wikidata.org/entity/Q50327737,Officier de l'Ordre de Montréal,2020-01-01,2020
Lorraine Pintal,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,2019-01-01,2019
René Jodoin,http://www.wikidata.org/entity/Q3404315,prix Albert-Tessier,2001-01-01,2001
Jean-Louis Roux,http://www.wikidata.org/entity/Q51527076,docteur honoris causa de l'Université Laval,1988-01-01,1988
Jean-Louis Roux,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,2004-01-01,2004
Jean-Louis Roux,http://www.wikidata.org/entity/Q992455,prix Molson,1976-01-01,1976
Paul Hébert,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,1995-01-01,1995
Paul Hébert,http://www.wikidata.org/entity/Q51527076,docteur honoris causa de l'Université Laval,2000-01-01,2000
Phil Comeau,http://www.wikidata.org/entity/Q948461,Ordre du Nouveau-Brunswick,2016-01-01,2016
Lhasa de Sela,http://www.wikidata.org/entity/Q6314111,prix Juno de l'album de musique du monde de l'année,1998-01-01,1998
Dany Laferrière,http://www.wikidata.org/entity/Q3405651,prix des libraires du Québec,2010-01-01,2010
Dany Laferrière,http://www.wikidata.org/entity/Q3113746,Grand Prix Metropolis bleu,2010-01-01,2010
Dany Laferrière,http://www.wikidata.org/entity/Q15278116,officier de l'Ordre du Canada,2015-01-01,2015
Dany Laferrière,http://www.wikidata.org/entity/Q3405185,prix RFO du livre,2002-01-01,2002
Dany Laferrière,http://www.wikidata.org/entity/Q3405963,prix littéraires du Gouverneur général,2006-01-01,2006
Dany Laferrière,http://www.wikidata.org/entity/Q58352,prix Médicis,2009-01-01,2009
Dany Laferrière,http://www.wikidata.org/entity/Q15464524,officier de l'Ordre national du Québec,2014-01-01,2014
Dany Laferrière,http://www.wikidata.org/entity/Q61478580,Compagne/Compagnon de l'Ordre des arts et des lettres du Québec,2015-01-01,2015
Dany Laferrière,http://www.wikidata.org/entity/Q50327737,Officier de l'Ordre de Montréal,2017-01-01,2017
Dany Laferrière,http://www.wikidata.org/entity/Q26270762,docteur honoris causa de l'université Pierre-et-Marie-Curie,2016-01-01,2016
Dany Laferrière,http://www.wikidata.org/entity/Q17156397,Prix Carbet de la Caraïbe et du Tout-Monde,1991-01-01,1991
Nathan Lane,http://www.wikidata.org/entity/Q1723064,Tony Award du meilleur acteur dans une comédie musicale,1996-01-01,1996
Nathan Lane,http://www.wikidata.org/entity/Q1723064,Tony Award du meilleur acteur dans une comédie musicale,2001-01-01,2001
Jan Garbarek,http://www.wikidata.org/entity/Q1777047,Buddyprisen,1968-01-01,1968
Jan Garbarek,http://www.wikidata.org/entity/Q2696834,prix du Conseil norvégien de la culture,2004-01-01,2004
Jacques Godbout,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,1998-01-01,1998
Jacques Godbout,http://www.wikidata.org/entity/Q3114234,Grand Prix des lectrices de ELLE Québec,1994-01-01,1994
Jacques Godbout,http://www.wikidata.org/entity/Q3404375,prix Athanase-David,1985-01-01,1985
Jacques Godbout,http://www.wikidata.org/entity/Q3405179,prix Québec-Paris,1962-01-01,1962
Jacques Godbout,http://www.wikidata.org/entity/Q3404942,prix littéraire Canada-Communauté française de Belgique,1978-01-01,1978
Jacques Godbout,http://www.wikidata.org/entity/Q3405963,prix littéraires du Gouverneur général,1967-01-01,1967
Jean-Pierre Ronfard,http://www.wikidata.org/entity/Q3404522,prix Denise-Pelletier,1999-01-01,1999
Jean-Pierre Ronfard,http://www.wikidata.org/entity/Q3405815,prix du Gouverneur général pour les arts du spectacle,1997-01-01,1997
Michelle Rossignol,http://www.wikidata.org/entity/Q15463524,chevalier de l'Ordre national du Québec,2001-01-01,2001
René Lévesque,http://www.wikidata.org/entity/Q10855216,grand officier de la Légion d'honneur,1977-01-01,1977
René Lévesque,http://www.wikidata.org/entity/Q15464509,grand officier de l'Ordre national du Québec,2008-01-01,2008
René Lévesque,http://www.wikidata.org/entity/Q16665736,médaille de la Ville de Paris,1977-11-01,1977
René Lévesque,http://www.wikidata.org/entity/Q3405114,prix Olivar-Asselin,1957-01-01,1957
Francis Mankiewicz,http://www.wikidata.org/entity/Q3404315,prix Albert-Tessier,1993-01-01,1993
Roger Fournier,http://www.wikidata.org/entity/Q3405963,prix littéraires du Gouverneur général,1982-01-01,1982
Roger Fournier,http://www.wikidata.org/entity/Q50822014,prix Louis-Barthou,1977-01-01,1977
Roger Fournier,http://www.wikidata.org/entity/Q3405179,prix Québec-Paris,1982-01-01,1982
Ennio Morricone,http://www.wikidata.org/entity/Q3870557,Ruban d'argent de la meilleure musique de film,2001-01-01,2001
Ennio Morricone,http://www.wikidata.org/entity/Q3870557,Ruban d'argent de la meilleure musique de film,1988-01-01,1988
Ennio Morricone,http://www.wikidata.org/entity/Q3870557,Ruban d'argent de la meilleure musique de film,1965-01-01,1965
Ennio Morricone,http://www.wikidata.org/entity/Q3870557,Ruban d'argent de la meilleure musique de film,1985-01-01,1985
Ennio Morricone,http://www.wikidata.org/entity/Q3870557,Ruban d'argent de la meilleure musique de film,2007-01-01,2007
Ennio Morricone,http://www.wikidata.org/entity/Q3870557,Ruban d'argent de la meilleure musique de film,1972-01-01,1972
Ennio Morricone,http://www.wikidata.org/entity/Q3870557,Ruban d'argent de la meilleure musique de film,2013-01-01,2013
Ennio Morricone,http://www.wikidata.org/entity/Q3870557,Ruban d'argent de la meilleure musique de film,2000-01-01,2000
Ennio Morricone,http://www.wikidata.org/entity/Q3870557,Ruban d'argent de la meilleure musique de film,1970-01-01,1970
Ennio Morricone,http://www.wikidata.org/entity/Q3319305,prix Princesse des Asturies pour les arts,2020-01-01,2020
Ennio Morricone,http://www.wikidata.org/entity/Q674146,Léopard d'honneur,1989-01-01,1989
Ennio Morricone,http://www.wikidata.org/entity/Q1377736,prix du cinéma européen du meilleur compositeur,2013-01-01,2013
Ennio Morricone,http://www.wikidata.org/entity/Q514445,Lifetime Achievement Award des Prix du cinéma européen,1999-01-01,1999
Ennio Morricone,http://www.wikidata.org/entity/Q5593916,Grammy Trustees Award,2014-01-01,2014
Ennio Morricone,http://www.wikidata.org/entity/Q10855271,chevalier de la Légion d'honneur,2009-03-12,2009
